Date,Open,High,Low,Close,Adj Close,Volume
2008-05-09,54.639999,55.980000,53.650002,54.020000,52.345249,1059600
2008-05-12,53.799999,53.990002,50.110001,52.259998,50.639828,1473600
2008-05-13,52.590000,56.560001,52.590000,55.860001,54.128197,2504400
2008-05-14,50.900002,55.980000,50.680000,53.889999,52.219284,3763700
2008-05-15,54.650002,55.439999,54.029999,54.490002,52.800697,814300
2008-05-16,55.000000,55.200001,53.750000,54.700001,53.004181,827400
2008-05-19,54.590000,55.500000,52.880001,53.389999,51.734798,1018800
2008-05-20,52.180000,53.720001,51.500000,53.560001,51.899521,653100
2008-05-21,53.000000,53.500000,48.750000,50.419998,48.856850,1475800
2008-05-22,50.330002,51.790001,44.250000,44.630001,43.246372,2082500
2008-05-23,44.000000,46.349998,40.410000,45.290001,43.885910,2973900
2008-05-27,45.349998,45.349998,42.799999,43.450001,42.102947,731200
2008-05-28,44.900002,46.160000,43.560001,44.900002,43.508003,843900
2008-05-29,44.599998,44.889999,43.560001,44.779999,43.391724,584200
2008-05-30,44.439999,47.320000,44.439999,46.950001,45.494438,1236000
2008-06-02,47.599998,48.680000,45.880001,46.330002,44.893665,721400
2008-06-03,46.340000,47.770000,43.889999,45.470001,44.060329,547800
2008-06-04,45.119999,47.130001,44.480000,46.279999,44.845219,467700
2008-06-05,46.680000,47.900002,46.500000,47.880001,46.395618,610900
2008-06-06,47.470001,47.560001,44.080002,44.500000,43.120396,848700
2008-06-09,44.029999,44.400002,39.650002,40.410000,39.157192,1676300
2008-06-10,39.000000,39.400002,37.000000,38.750000,37.548664,1427900
2008-06-11,39.250000,39.459999,37.619999,37.860001,36.686256,596200
2008-06-12,38.500000,39.189999,36.770000,37.110001,35.959511,614800
2008-06-13,37.279999,38.970001,37.279999,38.279999,37.093243,497900
2008-06-16,38.060001,40.500000,37.869999,39.950001,38.711468,565700
2008-06-17,40.630001,43.369999,40.610001,41.139999,39.864574,986100
2008-06-18,40.700001,40.980000,39.080002,39.680000,38.449829,993200
2008-06-19,39.639999,41.029999,38.610001,40.639999,39.380077,421300
2008-06-20,39.209999,40.160000,38.279999,38.750000,37.548664,674000
2008-06-23,38.869999,39.189999,37.049999,37.450001,36.288971,444100
2008-06-24,37.099998,38.900002,37.000000,37.860001,36.686256,514300
2008-06-25,37.869999,39.450001,37.869999,38.799999,37.597099,372100
2008-06-26,37.029999,38.340000,34.730000,35.220001,34.128101,1215900
2008-06-27,35.099998,36.200001,33.130001,35.900002,34.787022,2374000
2008-06-30,35.560001,36.340000,34.459999,34.490002,33.420734,575600
2008-07-01,34.080002,35.439999,32.549999,35.020000,33.934311,1256700
2008-07-02,35.279999,35.830002,32.750000,32.950001,31.928469,623400
2008-07-03,32.560001,32.849998,28.309999,29.520000,28.604816,1149800
2008-07-07,29.530001,29.969999,26.000000,27.469999,26.618370,2456200
2008-07-08,27.500000,28.000000,25.850000,26.790001,25.959450,1447700
2008-07-09,28.500000,32.650002,27.650000,31.230000,30.261797,3833400
2008-07-10,30.549999,31.980000,29.660000,30.959999,30.000172,997700
2008-07-11,30.260000,30.940001,27.900000,30.150000,29.215281,1004300
2008-07-14,31.350000,31.700001,29.270000,30.540001,29.593191,941400
2008-07-15,30.139999,33.150002,27.940001,31.750000,30.765680,1337100
2008-07-16,32.000000,34.279999,30.809999,34.150002,33.091282,942800
2008-07-17,34.220001,35.250000,33.099998,33.299999,32.267620,898800
2008-07-18,33.020000,34.459999,32.540001,33.720001,32.674603,582900
2008-07-21,33.880001,34.779999,33.119999,34.439999,33.372284,526700
2008-07-22,33.790001,34.990002,33.049999,34.299999,33.236614,652000
2008-07-23,34.110001,34.299999,33.349998,33.950001,32.897472,570800
2008-07-24,34.380001,34.480000,32.330002,32.910000,31.889717,670100
2008-07-25,33.000000,33.360001,32.320000,33.000000,31.976923,400400
2008-07-28,32.959999,33.759998,30.820000,31.090000,30.126141,587200
2008-07-29,29.750000,34.340000,29.030001,33.389999,32.354836,1157700
2008-07-30,32.570000,34.270000,31.980000,33.250000,32.219170,380300
2008-07-31,32.759998,36.560001,32.119999,35.849998,34.738575,909800
2008-08-01,35.320000,36.689999,34.590000,35.840000,34.728886,415500
2008-08-04,35.680000,35.680000,32.599998,32.639999,31.628082,627000
2008-08-05,33.119999,34.970001,32.630001,33.169998,32.141659,633800
2008-08-06,33.540001,36.340000,33.380001,35.290001,34.195930,594200
2008-08-07,35.000000,35.980000,33.849998,35.610001,34.506012,440500
2008-08-08,35.570000,37.500000,35.110001,36.799999,35.659107,412800
2008-08-11,37.500000,38.540001,36.450001,36.980000,35.833527,976200
2008-08-12,35.869999,37.950001,35.549999,36.049999,34.932369,573700
2008-08-13,34.410000,35.279999,32.490002,34.619999,33.546711,1321700
2008-08-14,34.450001,35.119999,33.950001,34.610001,33.537006,565600
2008-08-15,35.119999,35.119999,33.709999,34.599998,33.527321,337100
2008-08-18,34.709999,34.750000,31.980000,32.299999,31.298622,500900
2008-08-19,32.009998,32.189999,31.129999,31.850000,30.862574,573400
2008-08-20,31.969999,32.500000,30.370001,31.000000,30.038933,616500
2008-08-21,30.780001,30.780001,29.750000,30.129999,29.195902,630600
2008-08-22,30.230000,31.190001,29.950001,30.000000,29.069929,634700
2008-08-25,30.110001,30.410000,29.559999,30.049999,29.118382,387100
2008-08-26,29.809999,30.219999,28.930000,29.309999,28.401323,512800
2008-08-27,29.209999,30.410000,29.209999,29.990000,29.060242,347400
2008-08-28,30.059999,31.280001,30.059999,31.059999,30.097071,482800
2008-08-29,30.790001,31.000000,29.910000,30.870001,29.912960,299300
2008-09-02,31.410000,31.430000,29.400000,29.680000,28.759850,346600
2008-09-03,29.639999,29.780001,28.330000,28.930000,28.033110,359700
2008-09-04,28.660000,28.660000,26.000000,26.500000,25.678440,737200
2008-09-05,26.570000,29.200001,26.309999,28.830000,27.936201,640700
2008-09-08,29.879999,30.299999,27.219999,28.620001,27.732714,415600
2008-09-09,28.549999,28.680000,26.280001,26.430000,25.610609,538800
2008-09-10,26.590000,26.980000,26.010000,26.100000,25.290842,515200
2008-09-11,25.600000,25.809999,23.549999,24.799999,24.031147,1023200
2008-09-12,24.510000,26.100000,24.100000,25.860001,25.058285,967100
2008-09-15,25.440001,26.799999,24.520000,25.530001,24.738508,802600
2008-09-16,24.450001,26.000000,24.440001,25.920000,25.116423,1006900
2008-09-17,25.270000,25.850000,22.760000,23.850000,23.110598,1354700
2008-09-18,23.440001,28.400000,22.370001,28.400000,27.519533,1625100
2008-09-19,30.100000,30.790001,28.120001,30.740000,29.786989,1550000
2008-09-22,30.379999,30.379999,26.610001,26.650000,25.823788,586400
2008-09-23,26.510000,26.870001,24.459999,25.260000,24.476885,658400
2008-09-24,25.010000,25.510000,24.219999,24.299999,23.546642,418800
2008-09-25,24.750000,25.000000,23.379999,23.629999,22.897417,778800
2008-09-26,22.910000,22.910000,21.500000,22.459999,21.763689,894600
2008-09-29,21.830000,21.840000,17.049999,20.100000,19.476856,1246500
2008-09-30,20.200001,21.209999,18.850000,20.350000,19.719107,1221300
2008-10-01,20.209999,21.129999,19.660000,20.360001,19.728792,514700
2008-10-02,20.059999,20.059999,17.160000,17.629999,17.083427,1319200
2008-10-03,18.040001,19.049999,17.350000,17.370001,16.831493,743200
2008-10-06,16.590000,19.950001,15.110000,19.120001,18.527239,2063800
2008-10-07,19.990000,19.990000,17.660000,17.770000,17.219088,1108400
2008-10-08,16.879999,20.850000,16.500000,19.280001,18.682276,1748800
2008-10-09,19.760000,20.330000,16.900000,17.350000,16.812111,831400
2008-10-10,16.600000,18.190001,16.120001,17.200001,16.666761,1641000
2008-10-13,18.270000,21.590000,18.270000,21.139999,20.484613,1321200
2008-10-14,23.000000,23.260000,21.020000,21.580000,20.910971,912000
2008-10-15,20.510000,20.959999,18.080000,18.200001,17.635756,499800
2008-10-16,18.559999,19.440001,16.680000,19.000000,18.410959,920800
2008-10-17,18.170000,19.360001,17.160000,17.590000,17.044672,744800
2008-10-20,17.940001,18.459999,17.180000,18.100000,17.538862,339300
2008-10-21,17.760000,18.799999,15.950000,16.020000,15.523345,730900
2008-10-22,15.810000,16.290001,14.130000,14.250000,13.808217,1038000
2008-10-23,14.330000,14.370000,11.810000,12.360000,11.976810,1026600
2008-10-24,9.830000,12.660000,9.760000,12.240000,11.860532,905000
2008-10-27,11.870000,12.090000,10.750000,11.060000,10.717115,523800
2008-10-28,11.400000,12.250000,10.730000,12.130000,11.753944,763600
2008-10-29,12.300000,13.400000,11.990000,12.890000,12.490379,550700
2008-10-30,13.590000,14.100000,13.190000,13.350000,12.936118,683800
2008-10-31,13.190000,14.000000,13.120000,13.670000,13.246198,391800
2008-11-03,13.780000,14.430000,12.950000,13.200000,12.790768,267900
2008-11-04,13.130000,15.010000,13.130000,14.920000,14.457445,679700
2008-11-05,14.850000,14.850000,13.860000,13.920000,13.488446,597600
2008-11-06,13.810000,14.080000,12.270000,12.360000,11.976810,659200
2008-11-07,12.650000,12.970000,11.810000,12.150000,11.773321,456200
2008-11-10,12.600000,12.600000,11.130000,11.630000,11.269444,372700
2008-11-11,11.210000,11.800000,10.130000,10.330000,10.009747,808400
2008-11-12,11.450000,13.170000,10.680000,10.780000,10.445798,1620100
2008-11-13,10.510000,11.480000,9.350000,11.170000,10.823703,1153200
2008-11-14,10.900000,10.900000,9.950000,10.270000,9.951608,679900
2008-11-17,10.270000,10.850000,10.010000,10.150000,9.835324,552700
2008-11-18,10.270000,10.460000,9.720000,10.080000,9.767499,493200
2008-11-19,10.090000,10.390000,9.160000,9.210000,8.924470,459200
2008-11-20,9.000000,9.160000,8.060000,8.280000,8.023300,571200
2008-11-21,8.470000,9.080000,7.910000,8.880000,8.604697,1152800
2008-11-24,9.060000,10.410000,8.890000,10.370000,10.048507,498900
2008-11-25,10.560000,11.200000,10.160000,10.620000,10.290754,516700
2008-11-26,10.350000,12.110000,10.160000,12.100000,11.724874,367300
2008-11-28,11.940000,12.320000,11.600000,12.320000,11.938049,126500
2008-12-01,12.000000,12.170000,10.220000,10.250000,9.932229,592800
2008-12-02,10.570000,11.440000,10.410000,10.810000,10.474865,545400
2008-12-03,10.470000,11.840000,10.340000,11.670000,11.308202,409000
2008-12-04,11.430000,12.120000,10.880000,11.070000,10.726806,343800
2008-12-05,10.900000,11.750000,10.500000,11.750000,11.385726,316000
2008-12-08,12.090000,16.110001,12.010000,15.980000,15.484583,922800
2008-12-09,15.000000,15.750000,13.890000,14.350000,13.905120,740800
2008-12-10,14.600000,16.459999,14.600000,15.690000,15.203576,510800
2008-12-11,15.450000,16.850000,15.260000,15.550000,15.067915,532900
2008-12-12,15.000000,17.170000,14.750000,17.170000,16.637686,501300
2008-12-15,17.260000,17.750000,14.910000,15.100000,14.631867,565700
2008-12-16,15.410000,15.840000,14.540000,14.970000,14.505898,721900
2008-12-17,14.740000,15.130000,13.930000,14.580000,14.127987,861500
2008-12-18,14.850000,15.750000,14.200000,14.550000,14.098917,549700
2008-12-19,14.910000,15.660000,14.690000,15.360000,14.883801,852800
2008-12-22,15.470000,15.810000,13.090000,13.580000,13.158988,645800
2008-12-23,13.750000,14.610000,13.370000,14.230000,13.788836,387600
2008-12-24,14.100000,14.230000,13.880000,13.960000,13.527207,92000
2008-12-26,14.050000,14.480000,13.930000,14.060000,13.624104,98600
2008-12-29,14.010000,14.240000,13.920000,14.100000,13.662867,251300
2008-12-30,14.210000,15.740000,13.700000,15.690000,15.203576,485900
2008-12-31,15.750000,16.799999,15.630000,16.410000,15.901248,579600
2009-01-02,16.430000,17.850000,15.700000,17.580000,17.034979,402400
2009-01-05,17.299999,19.920000,17.000000,18.770000,18.188087,795100
2009-01-06,19.120001,19.590000,17.760000,18.469999,17.897388,661600
2009-01-07,18.160000,18.410000,16.770000,17.100000,16.569864,437000
2009-01-08,16.959999,17.010000,16.410000,17.000000,16.472960,289500
2009-01-09,17.000000,17.049999,16.120001,16.230000,15.726831,274800
2009-01-12,16.280001,16.420000,15.350000,15.480000,15.000086,293300
2009-01-13,15.450000,15.900000,15.400000,15.550000,15.067915,226200
2009-01-14,15.300000,15.400000,14.120000,14.600000,14.147367,312000
2009-01-15,15.400000,15.710000,14.450000,14.850000,14.389615,399600
2009-01-16,15.070000,15.560000,14.640000,15.430000,14.951635,327800
2009-01-20,15.180000,15.180000,12.200000,12.470000,12.083402,1179700
2009-01-21,12.980000,13.490000,11.700000,13.290000,12.877979,1253500
2009-01-22,12.800000,13.570000,12.050000,12.560000,12.170610,680600
2009-01-23,12.170000,13.100000,12.080000,12.600000,12.209372,252200
2009-01-26,12.860000,13.830000,12.720000,13.470000,13.052400,279700
2009-01-27,13.750000,13.900000,13.350000,13.550000,13.129917,216700
2009-01-28,14.050000,14.500000,13.560000,14.290000,13.846978,324000
2009-01-29,14.330000,15.470000,13.510000,13.820000,13.391550,703600
2009-01-30,14.010000,14.540000,13.320000,13.410000,12.994258,390300
2009-02-02,13.210000,13.280000,12.510000,12.510000,12.122164,602300
2009-02-03,12.850000,13.250000,12.450000,12.940000,12.538831,615100
2009-02-04,13.200000,14.700000,12.980000,14.070000,13.633797,598900
2009-02-05,13.970000,14.940000,13.660000,14.730000,14.273335,299500
2009-02-06,14.740000,15.660000,14.590000,15.390000,14.912875,385600
2009-02-09,14.750000,16.110001,14.750000,15.710000,15.222954,371700
2009-02-10,15.620000,16.030001,15.090000,15.330000,14.854734,439800
2009-02-11,15.580000,17.100000,15.300000,17.000000,16.472960,637400
2009-02-12,16.600000,16.629999,15.800000,16.520000,16.007839,369200
2009-02-13,16.590000,16.590000,15.620000,16.049999,15.552412,239000
2009-02-17,15.600000,15.690000,14.640000,14.660000,14.205506,288400
2009-02-18,14.780000,15.270000,14.200000,14.580000,14.127987,222800
2009-02-19,14.750000,15.180000,14.290000,14.500000,14.050466,252300
2009-02-20,14.120000,14.590000,13.540000,14.310000,13.866357,248800
2009-02-23,14.410000,14.920000,12.710000,13.070000,12.664800,377300
2009-02-24,12.810000,14.800000,12.520000,14.740000,14.283023,433900
2009-02-25,14.990000,16.400000,14.990000,15.890000,15.397372,1030400
2009-02-26,16.250000,16.500000,16.000000,16.080000,15.581484,458400
2009-02-27,15.850000,16.860001,15.600000,16.709999,16.191952,392700
2009-03-02,16.420000,16.930000,15.600000,15.680000,15.193884,446200
2009-03-03,15.910000,16.270000,15.130000,15.170000,14.699695,491300
2009-03-04,15.590000,15.930000,15.120000,15.320000,14.845044,784900
2009-03-05,14.760000,15.240000,14.480000,14.630000,14.176438,559600
